0.000000000000000000e+00 6.751344999999999708e-01 6.817330000000000334e-01 6.851819999999999578e-01 6.856934000000000085e-01 6.851019000000000414e-01 6.839207000000000480e-01
7.972147306549901558e+00 6.764409999999999590e-01 6.832055999999999685e-01 6.869290999999999592e-01 6.875729000000000424e-01 6.869935000000000347e-01 6.858657999999999699e-01
1.594429461309980312e+01 6.791129999999999667e-01 6.851890000000000480e-01 6.887526999999999955e-01 6.894371000000000249e-01 6.889161000000000312e-01 6.877815000000000456e-01
2.391644191964970645e+01 6.825565000000000104e-01 6.873711000000000126e-01 6.906105999999999634e-01 6.912610999999999617e-01 6.907955999999999541e-01 6.896991000000000094e-01
3.188858922619960623e+01 6.865223999999999771e-01 6.897708000000000172e-01 6.924708000000000530e-01 6.930469000000000213e-01 6.926307999999999909e-01 6.915904999999999969e-01
3.986073653274950601e+01 6.907003999999999921e-01 6.924240000000000395e-01 6.943730000000000180e-01 6.948684000000000527e-01 6.944738999999999773e-01 6.934316000000000368e-01
4.783288383929941290e+01 6.946946000000000510e-01 6.950640000000000152e-01 6.963433999999999457e-01 6.966586000000000167e-01 6.962673999999999808e-01 6.952755999999999936e-01
5.580503114584931268e+01 6.980785999999999936e-01 6.975462999999999525e-01 6.982968000000000508e-01 6.984346999999999639e-01 6.980182999999999804e-01 6.971114999999999950e-01
6.377717845239921246e+01 7.008636000000000310e-01 6.998528000000000526e-01 7.001754999999999507e-01 7.002169000000000310e-01 6.997851000000000488e-01 6.988636999999999766e-01
7.174932575894911224e+01 7.031526999999999639e-01 7.020520999999999567e-01 7.020471999999999824e-01 7.019758000000000386e-01 7.015301000000000453e-01 7.005919999999999925e-01
7.972147306549901202e+01 7.049531999999999465e-01 7.040965999999999614e-01 7.038786000000000209e-01 7.037080999999999475e-01 7.032308000000000447e-01 7.023506000000000471e-01
8.769362037204891180e+01 7.065312000000000259e-01 7.061243999999999854e-01 7.057058000000000497e-01 7.054137000000000324e-01 7.049482000000000248e-01 7.041193999999999509e-01
9.566576767859882580e+01 7.081629999999999869e-01 7.081302999999999903e-01 7.075766000000000000e-01 7.070809999999999595e-01 7.066820999999999797e-01 7.058630999999999656e-01
