0.000000000000000000e+00 5.514255999999999602e-01 5.540755000000000541e-01 5.531190000000000273e-01 5.495067999999999619e-01 5.439880999999999744e-01 5.362864999999999993e-01
5.752740442878073956e+00 5.505311999999999983e-01 5.523791000000000118e-01 5.513038000000000105e-01 5.475813000000000486e-01 5.419435999999999698e-01 5.340435000000000043e-01
1.150548088575614791e+01 5.497551000000000521e-01 5.506845000000000212e-01 5.493839999999999835e-01 5.455160000000000009e-01 5.396944000000000186e-01 5.315632000000000135e-01
1.725822132863422098e+01 5.486706999999999557e-01 5.488262000000000418e-01 5.472510999999999903e-01 5.432785999999999449e-01 5.372525999999999691e-01 5.289182000000000050e-01
2.301096177151229583e+01 5.472938999999999998e-01 5.469766999999999824e-01 5.449734000000000522e-01 5.408403000000000516e-01 5.346427000000000263e-01 5.261259000000000352e-01
2.876370221439037067e+01 5.457457999999999476e-01 5.450842999999999661e-01 5.426176999999999806e-01 5.382472999999999841e-01 5.318794999999999495e-01 5.231873000000000218e-01
3.451644265726844196e+01 5.439536000000000371e-01 5.431137000000000326e-01 5.400418999999999636e-01 5.354377999999999638e-01 5.289251999999999843e-01 5.200186999999999449e-01
4.026918310014652036e+01 5.421443999999999708e-01 5.410597000000000323e-01 5.373592000000000368e-01 5.325790000000000246e-01 5.258367999999999931e-01 5.167003999999999486e-01
4.602192354302459165e+01 5.404735000000000511e-01 5.388671999999999906e-01 5.346111000000000057e-01 5.296026999999999818e-01 5.225946000000000202e-01 5.132290000000000463e-01
5.177466398590266294e+01 5.388756999999999575e-01 5.364569000000000143e-01 5.317353000000000218e-01 5.263790999999999887e-01 5.191738999999999660e-01 5.095733000000000068e-01
5.752740442878074134e+01 5.371578000000000186e-01 5.336813000000000251e-01 5.285440000000000138e-01 5.228616999999999848e-01 5.155383000000000049e-01 5.056500999999999912e-01
6.328014487165881263e+01 5.350091000000000152e-01 5.307108000000000381e-01 5.252540999999999460e-01 5.191742999999999775e-01 5.117091000000000278e-01 5.015868999999999467e-01
6.903288531453688393e+01 5.323335999999999624e-01 5.275066000000000477e-01 5.218399999999999705e-01 5.153543000000000429e-01 5.077146999999999633e-01 4.973716000000000248e-01
7.478562575741496232e+01 5.286631000000000524e-01 5.238988999999999452e-01 5.182231000000000476e-01 5.113933000000000506e-01 5.035427000000000097e-01 4.929343999999999948e-01
8.053836620029304072e+01 5.241230999999999529e-01 5.200776000000000288e-01 5.143307000000000295e-01 5.072411999999999477e-01 4.991965999999999903e-01 4.883256999999999737e-01
8.629110664317110491e+01 5.191641000000000172e-01 5.161012000000000377e-01 5.102564000000000544e-01 5.029377999999999904e-01 4.946845000000000270e-01 4.835945999999999856e-01
9.204384708604918330e+01 5.140411999999999759e-01 5.120107999999999882e-01 5.060122999999999704e-01 4.984881999999999924e-01 4.899902999999999897e-01 4.787375999999999854e-01
9.779658752892726170e+01 5.088184999999999514e-01 5.074935000000000418e-01 5.014632999999999452e-01 4.938266000000000044e-01 4.850131999999999777e-01 4.736295999999999840e-01
1.035493279718053259e+02 5.039573999999999998e-01 5.028949000000000336e-01 4.968092000000000064e-01 4.889203999999999772e-01 4.798587999999999743e-01 4.683906999999999932e-01
1.093020684146834043e+02 4.997089000000000114e-01 4.983632000000000062e-01 4.920373000000000108e-01 4.838449000000000222e-01 4.745761000000000007e-01 4.630518000000000134e-01
1.150548088575614827e+02 4.960459999999999869e-01 4.939107999999999832e-01 4.869563000000000086e-01 4.786604999999999888e-01 4.691163999999999890e-01 4.576010999999999829e-01
1.208075493004395469e+02 4.926347999999999838e-01 4.892185000000000006e-01 4.816449999999999898e-01 4.731597000000000164e-01 4.634231999999999796e-01 4.520312000000000219e-01
