0.000000000000000000e+00 1.347963999999999940e+00 6.961464000000000540e-01 2.668908999999999865e-01 9.793435000000000334e-02 2.378763999999999879e-02 -4.693995000000000112e-02
1.789022254775567333e+01 1.576705999999999941e+00 9.315109000000000306e-01 4.238273000000000179e-01 2.073936999999999864e-01 1.121424000000000032e-01 2.350587000000000162e-02
3.578044509551134666e+01 1.720642000000000005e+00 1.154382999999999937e+00 5.851792999999999578e-01 3.217437000000000213e-01 1.990523999999999905e-01 9.658371000000000317e-02
5.367066764326702355e+01 1.728467999999999893e+00 1.357853999999999894e+00 7.483547000000000393e-01 4.402539999999999787e-01 2.892872000000000221e-01 1.722353000000000078e-01
7.156089019102269333e+01 1.736920999999999937e+00 1.547922000000000020e+00 9.103953000000000184e-01 5.619161000000000294e-01 3.826648000000000271e-01 2.504857999999999807e-01
8.945111273877836311e+01 1.745757000000000003e+00 1.749363999999999919e+00 1.068159999999999998e+00 6.858216000000000312e-01 4.786992999999999943e-01 3.319152000000000213e-01
1.073413352865340471e+02 1.755451000000000095e+00 1.759055000000000035e+00 1.218128000000000100e+00 8.105909999999999505e-01 5.768974999999999520e-01 4.188908000000000076e-01
1.252315578342897169e+02 1.766073999999999922e+00 1.769355000000000011e+00 1.355804000000000009e+00 9.337360000000000104e-01 6.759258999999999684e-01 4.977577999999999725e-01
1.431217803820453867e+02 1.776985000000000037e+00 1.779727999999999977e+00 1.482348999999999917e+00 1.055090000000000083e+00 7.757924999999999960e-01 5.775048999999999877e-01
1.610120029298010706e+02 1.787995999999999919e+00 1.790067000000000075e+00 1.601258000000000070e+00 1.173416999999999932e+00 8.756838000000000122e-01 6.583388999999999491e-01
1.789022254775567262e+02 1.798982999999999999e+00 1.800497000000000014e+00 1.743460000000000010e+00 1.287630999999999970e+00 9.748953999999999676e-01 7.399122999999999672e-01
1.967924480253124102e+02 1.809798999999999936e+00 1.810842999999999980e+00 1.809013999999999900e+00 1.397086000000000050e+00 1.072716000000000003e+00 8.219073999999999547e-01
2.146826705730680942e+02 1.820321999999999996e+00 1.821061000000000041e+00 1.818999000000000033e+00 1.501627999999999963e+00 1.168344999999999967e+00 9.038338999999999679e-01
2.325728931208237498e+02 1.830510000000000081e+00 1.830893000000000104e+00 1.827876999999999974e+00 1.603839999999999932e+00 1.261082000000000036e+00 9.853199999999999736e-01
2.504631156685794338e+02 1.840497000000000050e+00 1.840260000000000007e+00 1.836413000000000073e+00 1.722655999999999965e+00 1.350241000000000025e+00 1.065817000000000014e+00
2.683533382163350893e+02 1.850406999999999913e+00 1.849199999999999955e+00 1.844624000000000041e+00 1.836381000000000041e+00 1.435354999999999936e+00 1.144824999999999982e+00
