0.000000000000000000e+00 6.549582000000000459e-01 6.522065999999999697e-01 6.502261999999999764e-01 6.483160999999999508e-01 6.467302000000000328e-01 6.452242000000000255e-01
6.390905890340136786e+00 6.545431999999999917e-01 6.517659999999999565e-01 6.497697000000000056e-01 6.477830999999999451e-01 6.461940999999999935e-01 6.446629999999999860e-01
1.278181178068027357e+01 6.534451999999999483e-01 6.510551999999999451e-01 6.491373000000000282e-01 6.471962999999999466e-01 6.455516999999999506e-01 6.440576999999999552e-01
1.917271767102041125e+01 6.515345000000000164e-01 6.500329999999999719e-01 6.484162999999999455e-01 6.464927999999999786e-01 6.449139000000000399e-01 6.434100000000000374e-01
2.556362356136054714e+01 6.492677999999999505e-01 6.488410999999999484e-01 6.475330000000000252e-01 6.457374000000000169e-01 6.442290000000000516e-01 6.427386999999999961e-01
3.195452945170068304e+01 6.467355999999999661e-01 6.476496000000000475e-01 6.466461999999999488e-01 6.449850000000000305e-01 6.435081999999999747e-01 6.420080999999999705e-01
3.834543534204082249e+01 6.445284000000000013e-01 6.462938999999999767e-01 6.457152999999999921e-01 6.441784000000000399e-01 6.427781999999999663e-01 6.412655999999999912e-01
4.473634123238095839e+01 6.429742999999999986e-01 6.451071000000000444e-01 6.447000999999999982e-01 6.432890999999999471e-01 6.420093000000000050e-01 6.404843000000000064e-01
5.112724712272109429e+01 6.420727999999999991e-01 6.439063000000000425e-01 6.435442999999999580e-01 6.423980000000000246e-01 6.412012999999999741e-01 6.397099000000000535e-01
5.751815301306123018e+01 6.416787999999999936e-01 6.426216999999999624e-01 6.423535999999999691e-01 6.414765000000000050e-01 6.403699999999999948e-01 6.389181000000000443e-01
6.390905890340136608e+01 6.415195000000000203e-01 6.414959000000000078e-01 6.412700999999999540e-01 6.405651999999999457e-01 6.395349000000000173e-01 6.380972999999999784e-01
7.029996479374150908e+01 6.412993000000000166e-01 6.404748999999999581e-01 6.400903999999999483e-01 6.396169999999999911e-01 6.386193999999999482e-01 6.372927000000000453e-01
7.669087068408164498e+01 6.407665999999999640e-01 6.394431000000000420e-01 6.389738999999999836e-01 6.385977000000000459e-01 6.376840999999999759e-01 6.364497000000000071e-01
